,Rk,NAME,Pos,Age,TEAM_Regular,GP_Regular,MPG_Regular,FG,FGA,FG%,3P,3PA_Regular,3P%_Regular,2P,2PA_Regular,2P%_Regular,eFG%_Regular,FT,FTA_Regular,FT%_Regular,ORB,RPG_Regular,TRB,APG_Regular,SPG_Regular,BPG_Regular,TPG_Regular,PF,PPG_Regular,RANK,TEAM_Playoffs,POS,AGE,GP_Playoffs,MPG_Playoffs,USG%,TO%,FTA_Playoffs,FT%_Playoffs,2PA_Playoffs,2P%_Playoffs,3PA_Playoffs,3P%_Playoffs,eFG%_Playoffs,TS%,PPG_Playoffs,RPG_Playoffs,APG_Playoffs,SPG_Playoffs,BPG_Playoffs,TPG_Playoffs,P+R,P+A,P+R+A,VI,ORtg,DRtg
0,1,Precious Achiuwa,PF-C,24,TOT,74,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5.0,0.562,0.529,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6,112,Nyk,F,24.7,9,20.5,12.6,8.5,13,0.385,40,0.525,3,0.0,0.488,0.482,5.2,4.2,0.6,0.4,1.3,0.4,9.4,5.8,10.0,4.6,111.6,107.2
1,2,Bam Adebayo,C,26,MIA,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,19,Mia,C,26.9,5,38.5,29.0,7.6,21,0.714,87,0.529,10,0.2,0.505,0.532,22.6,9.4,3.8,0.4,0.0,1.6,32.0,26.4,35.8,9.7,109.5,106.7
2,5,Nickeil Alexander-Walker,SG,25,MIN,82,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0,92,Min,F,25.8,16,23.6,15.8,11.8,10,1.0,31,0.548,81,0.296,0.473,0.498,7.3,1.8,2.3,0.6,0.4,0.9,9.0,9.6,11.3,5.3,103.3,109.1
3,6,Grayson Allen,SG,28,PHO,75,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5,135,Pho,G,28.7,2,21.4,10.7,35.5,4,1.0,0,0.0,5,0.2,0.3,0.518,3.5,4.0,1.0,0.5,0.0,1.5,7.5,4.5,8.5,4.5,94.8,109.1
4,7,Jarrett Allen,C,25,CLE,77,31.7,6.7,10.6,0.634,0.0,0.1,0.0,6.7,10.6,0.638,0.634,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,33,Cle,C,26.1,4,31.8,19.6,11.8,26,0.692,37,0.676,0,0.0,0.676,0.702,17.0,13.8,1.3,1.3,1.0,1.3,30.8,18.3,32.0,8.5,137.5,103.7
5,9,Jose Alvarado,PG,25,NOP,56,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,160,Nor,G,26.2,4,15.4,17.1,16.7,0,0.0,6,0.333,14,0.071,0.175,0.175,1.8,1.0,2.3,1.3,0.3,1.0,2.8,4.0,5.0,4.2,53.7,110.2
6,10,Kyle Anderson,PF,30,MIN,79,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,122,Min,F-G,30.7,15,15.4,14.2,14.8,12,0.833,49,0.49,8,0.25,0.474,0.514,4.3,2.7,2.5,0.7,0.3,0.7,6.9,6.8,9.5,8.0,119.5,101.6
7,12,Thanasis Antetokounmpo,PF,31,MIL,34,4.6,0.5,0.9,0.533,0.0,0.0,0.0,0.5,0.9,0.552,0.533,0.0,0.1,0.0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.7,0.9,197,Mil,F,31.9,2,2.4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,13,Cole Anthony,PG,23,ORL,81,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3.0,6.0,0.49,0.496,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6,114,Orl,G,24.1,7,14.7,21.3,10.8,9,0.889,28,0.393,13,0.154,0.341,0.4,5.1,2.1,1.3,0.6,0.1,0.7,7.3,6.4,8.6,6.5,88.1,96.9
9,14,OG Anunoby,SF,26,TOT,50,34.0,5.6,11.5,0.489,2.0,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,43,Nyk,F,26.9,9,36.0,17.2,8.2,13,0.615,72,0.556,39,0.41,0.577,0.583,15.1,6.0,1.1,0.9,1.0,1.1,21.1,16.2,22.2,5.2,113.9,112.5
10,25,Paolo Banchero,PF,21,ORL,80,35.0,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,13,Orl,F,21.6,7,37.5,33.9,17.6,49,0.755,109,0.477,40,0.4,0.51,0.554,27.0,8.6,4.0,1.1,0.6,4.6,35.6,31.0,39.6,10.4,102.2,107.4
11,35,Nicolas Batum,PF,35,TOT,60,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3,98,Phi,G-F,35.5,6,28.3,10.2,14.6,8,0.625,7,0.429,22,0.409,0.569,0.584,6.3,5.8,1.3,0.2,0.8,0.8,12.2,7.7,13.5,5.1,118.4,110.7
12,37,Bradley Beal,SG,30,PHO,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,36,Pho,G,31.0,4,38.6,22.6,18.0,5,0.8,36,0.444,23,0.435,0.525,0.539,16.5,2.8,4.5,0.8,0.3,3.3,19.3,21.0,23.8,6.1,102.1,112.1
13,38,Malik Beasley,SG,27,MIL,79,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2.0,11.3,80,Mil,G,27.5,6,21.9,15.4,6.8,0,0.0,16,0.625,25,0.44,0.646,0.646,8.8,2.5,0.7,0.7,0.0,0.5,11.3,9.5,12.0,4.5,119.1,112.5
14,39,MarJon Beauchamp,SF,23,MIL,48,12.7,1.7,3.5,0.488,0.6,1.6,0.4,1.1,1.9,0.56,0.578,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,187,Mil,F,23.7,4,2.5,27.6,19.2,2,0.5,2,0.5,2,0.0,0.25,0.307,0.8,0.3,0.5,0.0,0.0,0.3,1.0,1.3,1.5,7.9,0.0,0.0
15,42,Patrick Beverley,PG,35,TOT,73,20.0,2.2,5.2,0.417,0.8,2.5,0.337,1.3,2.7,0.49,0.497,1.0,1.2,0.822,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,6.2,83,Mil,G,35.9,6,34.9,11.3,13.2,15,0.867,28,0.429,11,0.364,0.462,0.537,8.2,3.3,5.5,1.0,0.7,1.0,11.5,13.7,17.0,6.1,124.5,112.6
16,44,Goga Bitadze,C,24,ORL,62,15.4,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,200,Orl,C-F,24.9,2,4.9,13.4,33.3,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.5,1.5,1.0,2.5,0.0,56.1,114.6
17,47,Anthony Black,PG,20,ORL,69,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,141,Orl,G,20.4,2,5.4,32.5,12.5,0,0.0,5,0.6,2,0.0,0.429,0.429,3.0,1.0,1.0,0.5,0.0,0.5,4.0,4.0,5.0,10.7,93.7,101.3
18,52,Bol Bol,PF,24,PHO,43,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,189,Pho,C-F,24.6,3,4.3,10.8,0.0,0,0.0,3,0.333,0,0.0,0.333,0.333,0.7,1.3,0.0,0.3,0.0,0.0,2.0,0.7,2.0,0.0,72.1,94.2
19,54,Devin Booker,PG,27,PHO,68,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,12,Pho,G,27.6,4,41.5,26.6,14.4,41,0.951,45,0.556,20,0.35,0.546,0.662,27.5,3.3,6.0,1.8,0.3,2.8,30.8,33.5,36.8,7.9,130.4,108.4
20,55,Brandon Boston Jr.,SF,22,LAC,32,10.8,2.0,5.0,0.404,0.4,1.6,0.269,1.6,3.4,0.468,0.447,0.7,1.0,0.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2,163,Lac,G,22.5,3,3.2,22.9,0.0,2,0.5,4,0.5,0,0.0,0.5,0.512,1.7,0.7,0.3,0.0,0.0,0.0,2.3,2.0,2.7,8.9,0.0,0.0
21,60,Christian Braun,SG,22,DEN,82,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,115,Den,G,23.2,12,17.0,13.9,1.8,16,0.688,36,0.528,18,0.222,0.463,0.5,5.1,2.7,0.8,0.2,0.4,0.1,7.8,5.8,8.5,5.2,115.0,109.6
22,63,Oshae Brissett,SF,25,BOS,55,11.5,1.2,2.8,0.444,0.3,1.0,0.273,1.0,1.8,0.541,0.493,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,178,Bos,F-G,26.0,8,4.9,10.5,12.5,2,0.0,6,0.5,1,1.0,0.643,0.571,1.1,1.4,0.0,0.4,0.1,0.1,2.5,1.1,2.5,0.0,105.9,103.5
23,71,Jaylen Brown,SF,27,BOS,70,33.5,9.0,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,16,Bos,F,27.6,17,37.4,28.7,13.6,93,0.645,208,0.635,96,0.344,0.597,0.613,24.9,6.1,3.2,1.2,0.7,2.8,31.0,28.1,34.2,8.4,113.2,107.1
24,72,Kendall Brown,SG,20,IND,15,4.2,0.5,1.0,0.533,0.0,0.1,0.0,0.5,0.9,0.615,0.533,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.4,191,Ind,G,21.1,7,3.5,16.5,33.3,0,0.0,6,0.333,0,0.0,0.333,0.333,0.6,0.4,0.3,0.0,0.1,0.4,1.0,0.9,1.3,4.8,0.0,0.0
25,73,Kobe Brown,PF,24,LAC,44,9.0,0.8,2.0,0.411,0.3,1.1,0.292,0.5,1.0,0.548,0.489,0.0,0.0,0.5,0.5,1.0,1.4,0.6,0.3,0.1,0.2,1.1,2.0,207,Lac,F,24.4,3,3.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0
26,76,Jalen Brunson,PG,27,NYK,77,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7,2,Nyk,G,27.8,13,39.8,36.4,9.3,120,0.775,256,0.488,84,0.31,0.482,0.536,32.4,3.3,7.5,0.8,0.2,2.7,35.7,39.8,43.2,9.3,114.8,114.7
27,77,Thomas Bryant,C,26,MIA,38,11.6,2.3,3.9,0.577,0.1,0.6,0.182,2.2,3.3,0.646,0.591,1.1,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7,104,Mia,C-F,26.9,2,8.9,28.4,21.5,3,0.667,5,1.0,2,0.0,0.714,0.721,6.0,2.5,0.5,0.0,0.0,1.0,8.5,6.5,9.0,8.8,118.1,110.3
28,80,Alec Burks,SG,32,TOT,66,18.4,3.2,8.6,0.369,1.9,5.0,0.376,1.3,3.6,0.36,0.478,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,1.1,10.4,45,Nyk,G,32.9,6,20.1,23.4,0.0,32,0.844,22,0.591,28,0.429,0.62,0.694,14.8,3.3,1.0,0.2,0.2,0.0,18.2,15.8,19.2,7.3,152.2,113.5
29,84,Kentavious Caldwell-Pope,SG,30,DEN,76,31.6,3.6,7.7,0.46,1.6,4.1,0.406,1.9,3.7,0.52,0.566,1.3,1.5,0.894,0.4,2.0,2.4,2.4,1.3,0.6,1.0,2.0,10.1,84,Den,G,31.3,12,35.0,11.0,10.4,11,1.0,31,0.516,55,0.327,0.5,0.534,8.1,2.9,2.6,1.4,0.4,0.8,11.0,10.7,13.6,4.5,111.9,109.0
30,88,Wendell Carter Jr.,C,24,ORL,55,25.6,4.1,7.7,0.525,1.2,3.1,0.374,2.9,4.6,0.626,0.6,1.7,2.4,0.694,2.0,4.9,6.9,1.7,0.6,0.5,1.2,2.2,11.0,90,Orl,C,25.2,7,26.4,13.5,9.6,11,0.727,22,0.545,25,0.28,0.479,0.511,7.6,6.3,1.3,0.7,0.6,0.7,13.9,8.9,15.1,6.0,109.5,101.3
31,101,Amir Coffey,SF,26,LAC,70,20.9,2.4,5.0,0.472,1.0,2.6,0.38,1.4,2.4,0.571,0.571,0.9,1.0,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,146,Lac,G-F,27.0,6,18.7,11.0,18.5,0,0.0,11,0.364,11,0.273,0.386,0.386,2.8,1.7,0.3,0.3,0.2,0.8,4.5,3.2,4.8,2.4,72.5,116.3
32,104,Mike Conley,PG,36,MIN,76,28.9,3.9,8.5,0.457,2.4,5.3,0.442,1.5,3.1,0.481,0.595,1.3,1.5,0.911,0.5,2.4,2.9,5.9,1.2,0.2,1.3,1.7,11.4,63,Min,G,36.7,15,31.6,17.0,12.1,28,0.714,69,0.464,76,0.395,0.531,0.553,11.6,3.9,5.7,1.4,0.2,1.3,15.5,17.3,21.2,8.1,119.6,104.9
33,105,Pat Connaughton,SF,31,MIL,76,22.1,2.0,4.6,0.435,1.1,3.1,0.345,0.9,1.4,0.633,0.553,0.6,0.8,0.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3,5.6,120,Mil,G,31.4,6,20.7,10.7,10.5,2,1.0,14,0.571,11,0.273,0.5,0.522,4.5,3.8,2.2,1.0,0.2,0.5,8.3,6.7,10.5,6.5,116.5,112.2
34,110,Jae Crowder,PF,33,MIL,50,23.1,2.3,5.4,0.422,1.2,3.3,0.349,1.1,2.1,0.538,0.53,0.5,0.7,0.722,0.6,2.6,3.2,1.3,0.8,0.2,0.5,1.5,6.2,151,Mil,F,33.9,4,10.5,14.1,0.0,2,1.0,5,0.4,7,0.143,0.292,0.349,2.3,1.5,0.5,0.0,0.5,0.0,3.8,2.8,4.3,4.6,93.4,111.7
35,115,Dyson Daniels,PG,20,NOP,61,22.3,2.3,5.1,0.447,0.7,2.2,0.311,1.6,2.9,0.551,0.514,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,171,Nor,G,21.2,3,5.7,18.0,14.3,0,0.0,4,0.5,2,0.0,0.333,0.333,1.3,0.7,0.0,0.7,0.0,0.3,2.0,1.3,2.0,0.0,58.6,111.9
36,116,Anthony Davis,C,30,LAL,76,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9.0,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,10,Lal,C,31.3,5,41.6,25.7,10.5,26,0.808,88,0.67,5,0.0,0.634,0.665,27.8,15.6,4.0,0.4,1.6,2.2,43.4,31.8,47.4,11.6,127.4,105.1
37,122,Mamadi Diakite,PF,27,TOT,6,4.0,0.7,1.0,0.667,0.0,0.2,0.0,0.7,0.8,0.8,0.667,0.7,1.0,0.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,0.3,2.0,194,Nyk,F,27.4,4,3.7,14.4,22.5,2,1.0,1,0.0,2,0.0,0.0,0.258,0.5,0.8,0.3,0.3,0.3,0.3,1.3,0.8,1.5,5.3,0.0,0.0
38,125,Ousmane Dieng,PF,20,OKC,33,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.8,1.4,0.609,0.513,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0,193,Okc,F,21.1,4,1.8,12.5,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0
39,126,Spencer Dinwiddie,PG,30,TOT,76,28.3,3.3,8.4,0.392,1.6,4.8,0.337,1.7,3.6,0.467,0.489,2.2,2.8,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,1.8,10.5,142,Lal,G,31.2,5,14.6,11.2,6.6,6,0.5,6,0.5,8,0.25,0.429,0.451,3.0,1.4,1.6,0.4,0.2,0.2,4.4,4.6,6.0,5.2,108.1,109.6
40,127,Donte DiVincenzo,SG,27,NYK,81,29.1,5.5,12.4,0.443,3.5,8.7,0.401,2.0,3.7,0.542,0.584,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2.0,15.5,29,Nyk,G,27.4,13,35.8,20.8,7.7,30,0.867,85,0.412,106,0.425,0.537,0.566,17.8,4.0,2.6,1.2,0.9,1.2,21.8,20.4,24.4,6.4,118.2,111.9
41,129,Luguentz Dort,SF,24,OKC,79,28.4,3.6,8.3,0.438,2.0,5.0,0.394,1.7,3.3,0.506,0.557,1.6,2.0,0.826,0.9,2.7,3.6,1.4,0.9,0.6,0.9,2.9,10.9,69,Okc,F,25.2,10,35.0,14.4,10.7,19,0.842,27,0.296,64,0.391,0.5,0.538,10.7,4.6,2.0,1.3,0.2,1.1,15.3,12.7,17.3,5.3,113.4,104.8
42,137,Kevin Durant,PF,35,PHO,75,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,14,Pho,F,35.7,4,42.1,25.6,12.9,34,0.824,55,0.582,12,0.417,0.59,0.653,26.8,6.5,3.3,0.5,1.5,2.5,33.3,30.0,36.5,7.9,122.6,114.5
43,140,Anthony Edwards,SG,22,MIN,79,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,11,Min,G,22.9,16,40.5,29.5,13.8,102,0.814,209,0.526,115,0.4,0.552,0.598,27.6,7.0,6.5,1.5,0.6,3.3,34.6,34.1,41.1,10.7,116.0,106.7
44,143,Joel Embiid,C,29,PHI,39,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,1,Phi,C,30.2,6,41.4,35.7,15.8,78,0.859,94,0.489,39,0.333,0.492,0.592,33.0,10.8,5.7,1.2,1.5,4.2,43.8,38.7,49.5,12.2,117.1,108.0
45,144,Drew Eubanks,C,26,PHO,75,15.6,2.0,3.4,0.601,0.0,0.0,1.0,2.0,3.3,0.596,0.607,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,107,Pho,F-C,27.4,3,12.5,19.2,13.9,3,1.0,12,0.583,0,0.0,0.583,0.638,5.7,1.3,0.0,0.7,0.3,0.7,7.0,5.7,7.0,0.0,108.7,100.9
46,146,Dante Exum,PG,28,DAL,55,19.8,2.9,5.5,0.533,1.0,2.0,0.491,2.0,3.5,0.557,0.621,1.0,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,166,Dal,G,28.9,19,6.4,15.6,9.9,4,0.75,21,0.333,15,0.267,0.361,0.384,1.5,0.8,0.6,0.1,0.1,0.2,2.3,2.2,2.9,5.6,90.4,113.2
47,158,Markelle Fultz,PG,25,ORL,43,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1.0,0.3,1.2,1.5,7.8,94,Orl,G,26.0,7,15.1,19.1,18.9,9,0.556,33,0.606,1,0.0,0.588,0.593,6.4,2.0,1.1,0.4,0.0,1.1,8.4,7.6,9.6,6.4,107.7,103.8
48,161,Daniel Gafford,C-PF,25,TOT,74,24.5,4.7,6.5,0.725,0.0,0.0,0.0,4.7,6.5,0.725,0.725,1.6,2.4,0.674,2.6,5.0,7.6,1.6,0.9,2.1,1.0,3.1,11.0,77,Dal,F-C,25.7,20,21.2,17.1,13.4,59,0.61,116,0.638,0,0.0,0.638,0.648,9.2,5.8,0.8,0.3,1.6,0.9,15.0,10.0,15.7,6.6,125.6,108.7
49,162,Danilo Gallinari,PF-SF,35,TOT,49,12.9,1.7,3.9,0.437,0.6,1.9,0.323,1.1,2.0,0.546,0.516,1.7,2.0,0.857,0.4,1.8,2.2,1.1,0.3,0.1,0.5,1.0,5.7,132,Mil,F,35.8,3,12.4,13.3,10.7,4,0.75,6,0.667,2,0.0,0.5,0.564,3.7,3.0,0.7,0.0,0.0,0.3,6.7,4.3,7.3,6.4,116.1,118.9
50,163,Darius Garland,PG,24,CLE,57,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18.0,41,Cle,G,24.4,12,36.0,22.4,13.6,21,0.81,100,0.48,71,0.352,0.5,0.522,15.7,3.6,5.8,1.1,0.2,2.3,19.3,21.4,25.0,7.7,104.6,109.4
51,165,Luka Garza,C,25,MIN,25,4.9,1.4,3.0,0.48,0.4,1.3,0.281,1.1,1.7,0.628,0.54,0.7,1.0,0.72,0.8,0.5,1.2,0.2,0.2,0.0,0.2,1.0,4.0,126,Min,C,25.5,7,3.7,27.4,0.0,8,0.875,9,0.889,3,0.667,0.917,0.934,4.1,0.9,0.1,0.0,0.0,0.0,5.0,4.3,5.1,7.8,0.0,0.0
52,168,Paul George,PF,33,LAC,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,23,Lac,G,34.1,6,37.1,24.6,12.8,25,0.84,46,0.457,49,0.367,0.505,0.552,19.5,6.8,4.8,1.2,0.5,2.3,26.3,24.3,31.2,9.3,111.1,107.3
53,170,Josh Giddey,SG,21,OKC,80,25.1,5.0,10.6,0.475,1.0,3.0,0.337,4.0,7.6,0.53,0.523,1.3,1.6,0.806,1.4,5.0,6.4,4.8,0.6,0.6,2.1,1.4,12.3,81,Okc,G,21.7,10,18.1,22.8,13.7,8,0.875,41,0.537,34,0.353,0.533,0.554,8.7,3.6,2.1,0.2,0.4,1.2,12.3,10.8,14.4,8.9,107.9,111.3
54,172,Shai Gilgeous-Alexander,PG,25,OKC,75,34.0,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2.0,0.9,2.2,2.5,30.1,4,Okc,G,25.9,10,39.9,32.3,8.9,81,0.79,187,0.508,37,0.432,0.531,0.582,30.2,7.2,6.4,1.3,1.7,2.2,37.4,36.6,43.8,11.2,118.3,106.9
55,176,Rudy Gobert,C,31,MIN,76,34.1,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,60,Min,C,32.0,15,34.2,14.4,18.1,79,0.671,104,0.615,0,0.0,0.615,0.652,12.1,9.8,1.6,0.9,1.0,1.5,21.9,13.7,23.5,6.7,125.4,99.7
56,178,Aaron Gordon,PF,28,DEN,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,49,Den,F,28.7,12,37.1,15.3,13.2,28,0.821,91,0.637,27,0.407,0.631,0.66,14.3,7.3,4.4,0.8,0.6,1.5,21.6,18.8,26.0,8.3,133.4,111.6
57,179,Eric Gordon,SG,35,PHO,68,27.8,4.0,9.1,0.443,2.2,5.8,0.378,1.8,3.3,0.561,0.565,0.8,0.9,0.797,0.2,1.6,1.8,2.0,1.0,0.4,1.1,1.2,11.0,85,Pho,G,35.5,4,29.4,14.2,12.4,8,0.875,11,0.182,17,0.412,0.446,0.508,8.0,1.8,1.3,1.3,0.5,1.0,9.8,9.3,11.0,3.6,101.8,116.2
58,189,Josh Green,SG,23,DAL,57,26.4,3.1,6.6,0.479,1.3,3.3,0.385,1.9,3.3,0.572,0.575,0.7,1.0,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.2,119,Dal,G,23.6,20,17.9,11.3,8.5,16,0.813,22,0.5,53,0.358,0.527,0.561,4.6,2.5,1.1,0.8,0.2,0.4,7.1,5.7,8.2,5.2,122.6,110.6
59,194,Rui Hachimura,PF,25,LAL,68,26.9,5.3,9.9,0.537,1.4,3.4,0.422,3.9,6.5,0.597,0.609,1.5,2.0,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,1.5,13.6,89,Lal,F,26.3,5,30.5,13.2,5.0,8,0.5,24,0.417,14,0.357,0.461,0.47,7.8,3.8,0.8,0.0,0.0,0.4,11.6,8.6,12.4,3.8,101.3,115.7
60,196,Tyrese Haliburton,PG,23,IND,69,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,26,Ind,G,24.3,15,34.8,22.1,12.6,20,0.85,75,0.693,140,0.379,0.612,0.626,18.7,4.8,8.2,1.3,0.7,2.1,23.5,26.9,31.7,10.4,126.8,120.6
61,198,Tim Hardaway Jr.,SF,31,DAL,79,26.8,5.0,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,127,Dal,G-F,32.2,12,13.1,16.0,3.8,8,0.5,21,0.429,29,0.276,0.42,0.43,3.8,1.8,0.3,0.4,0.1,0.2,5.7,4.2,6.0,3.9,91.2,113.8
